Asset_0,Asset_1,Asset_2,Asset_3,Asset_4,Asset_5,Asset_6,Asset_7,Asset_8,Asset_9,Asset_10,Asset_11,Asset_12,Asset_13,Asset_14,Asset_15,Asset_16,Asset_17,Asset_18,Asset_19,Asset_20,Asset_21,Asset_22,Asset_23,Asset_24,Asset_25,Asset_26,Asset_27,Asset_28,Asset_29
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.003081795701700677,0.005456771403457208,0.012662145675888432,0.006552148061943693,0.009550260561570253,0.00526273320643418,0.0003360325194946929,0.0023551071972033265,0.009175681465496549,0.006085060435922754,0.014552426614028734,0.01801652017270337,-0.01355421016909426,0.01200873946304802,-0.013489103748667363,0.012308089770365257,-0.000776804028706916,0.013241887107518825,0.02534277685134899,0.011815480299395376,0.015615592152544319,0.011137456044467187,0.026449968777370877,0.02532238745875029,0.018987734236602213,0.01712472486254082,0.007610234865202542,0.03352329852642928,-0.0032260181565539857,0.014145990942862643
0.0043885264928169975,0.005059562485909706,1.8618042550967717e-05,0.0019377857999624448,0.00023940460490037689,0.0006840274759572706,-0.00036452522313493293,-0.0009263896998469409,0.006225211958553218,0.00043673001713399385,-0.0023659438538308044,0.013172181284817048,0.0014958178761754104,0.005449738492599162,0.0006955901997746684,0.013935947995727135,-0.006470346287021436,0.0010568265887687858,0.004449290363634515,0.006375951534224714,-0.0028024301293822678,-0.0030466128558451584,0.0028096895352841553,-0.0011579163681662234,-0.002171486185032382,0.025759956555374355,-0.030231325246007617,0.02079896917382696,0.008822585816488687,0.010061434375996619
-0.0036259725195884433,-0.005561389082877423,-0.008969871645594589,-0.00573031610591492,-0.004858537845578957,-0.00646044037786384,-0.0010434276840483106,-0.002133362663575577,-0.007867180241256877,-0.0058256480798121665,-0.008788142401844706,-0.02325537665341603,-0.0027567604228675383,-0.010417451139544388,-0.018906660774440007,-0.014641882945534219,-0.027907960139583576,-0.00963390396774714,-0.021322412356799464,-0.026007173609976047,-0.01732975774586603,-0.016298810355504338,-0.03245826880025259,-0.0186873592115541,-0.02893454770392969,-0.01292633623902033,-0.05734806339868956,-0.02539374353523776,-0.030971541503229463,-0.025443502982834623
-0.008868658208417302,0.00216682811608036,-0.005153709604594894,-0.005186127747141785,-0.00591839584266167,-0.00676466916658163,-0.004535368762146905,0.006261753311912121,-0.00030517806211355705,0.0012989230813799835,-0.00122991010901192,-0.00306049325389013,-0.015682902947763887,-0.002052075327757616,-0.002783687088766792,-0.014435824282496304,0.0025929555716191826,-0.010550345887477566,0.02221949453663731,0.004125188442609551,0.00925673605872148,-0.0035495782647573535,0.04385631042903244,-0.014400273548496503,-0.0033817725310135932,-0.0174602207866104,-0.0264655810138688,-0.021436233487541784,-0.023042000754150322,-0.029071362416696497
0.010214034383390126,0.008658716303052899,0.005932484873971474,0.004878185184190164,0.011439144808056625,0.006828917458534678,0.0049658244587117185,0.006761609192286241,0.00611867420389066,0.001640883620807979,0.00954649229802396,-0.02131726432565168,0.02151652222331164,0.024896734204974888,0.024447612010194398,0.022804606470438506,0.02393384537450057,0.023124700207946117,0.030344208271259207,0.013428249493284116,0.03964890923256561,0.042564983644473364,-0.017326855865261677,0.032735456658706016,0.03231403027104135,0.017137937471862385,0.06006321233657059,-0.0006072348206024106,0.03305369737723726,0.021214619523337447
-0.013465447904103934,-0.01156391918096588,-0.009436191435036516,-0.010669414886596661,-0.011369132587135213,-0.008353906528419207,-0.009460077646557605,-0.009139581861061053,-0.013375059421739943,0.004144010747601906,-0.022301941262473177,-0.02440334466302322,-0.01593203422295038,-0.01402041852019477,-0.032052706430817875,-0.02889156653995141,-0.017680989444734636,-0.035869434557949754,-0.01239942964490712,-0.018800172766292023,-0.11901991554663323,-0.028538479604413865,-0.06386128063867731,-0.03067602953324184,-0.043362860140311765,-0.015829335393825555,-0.0704064977277157,-0.05071485179386384,-0.035463779244361344,-0.024954770285957176
0.007914960835931665,-0.00410728919752198,0.0057808901407968025,0.0004067210029296887,-0.002049651595765813,-0.006925772431518156,-0.0009076826031026954,0.002169232259054934,4.649793975837111e-05,0.0029320152517788535,0.0007115302090389018,-0.0042776940560498265,-0.01395223186366552,0.003030180378581257,0.005473119917137002,-0.011384376397690042,-0.010044657190820816,-0.012680464110733283,-0.003531138507425725,-0.0039459579010594536,0.031936591068097785,-0.025267033934694937,-0.00980596217005947,-0.012357854061008307,-0.017238118958925425,-0.021589333789600793,0.011611243959140656,0.03424185280140386,-0.004847122622464724,-0.01865451777649232
0.01410830380756444,0.00016042924322457516,0.008210614106818087,0.009877847442704448,0.0063973346643652505,0.0029694156925558638,0.0042157040810330455,0.008609886943079749,0.009825136862365656,0.007272324297563854,0.022143529060842868,-0.043011097703143236,0.012488071064520417,0.010865835781922984,0.011739955441691341,0.021026153150449402,0.020219413706701606,0.0015513531096575973,0.017628125844361006,0.005009288347902825,0.01696348432109103,0.02319331992647389,0.0019178888427341528,0.0017301956109561437,-0.010975296567719006,0.0446819316688606,0.0054677933950458505,0.03853314043581728,0.03275470019543121,0.02233222707314103
-0.0057909892298742055,-0.002943961295485267,0.006154803531042659,-0.005419855517680424,-0.0016402511250426053,-0.007908008945830155,-0.008330908722060057,-0.012307444281817743,-0.007647741035934137,-0.011450223605318721,-0.01351517274807623,-0.02230827761730366,-0.0024797964623249555,0.0014837702141272044,-0.005608124197122305,-0.01707592923864755,-0.0085394213659189,-0.004171024076630429,-0.004452400595829643,-0.017314782376031665,-0.0032899626438364343,0.0010001721974049384,-0.005217842376108126,-0.02354494613679823,-0.018110706143056605,-0.003023450717296006,-0.06372828394844765,-0.04506192796880689,-0.058663917251357646,-0.010365681366743146
